White,Black,Winner,White is Computer,Black is Computer,White ELO,Black ELO,Move FEN,Move Number
burlon,BlitzThree,1-0,False,False,1696,1762,B3k1nr/2p1qp1p/p7/1p3bPQ/3P4/2P5/PP1N1nP1/K3R2R,40
richardmario,agrfor,1-0,False,False,1715,1652,r2n1rk1/3q2b1/p1npp1pp/Np3p2/2PP1P2/P2B1Q2/1P1B2PP/4RRK1,40
carmelovita,whitejediknight,0-1,False,False,1654,1773,r4rk1/1pR2ppp/p7/1b2N3/4p3/1P2P2P/P4PP1/R5K1,40
agrfor,richardmario,0-1,False,False,1659,1708,r4r1k/1pp2ppn/p5qp/4pN2/1P2P3/P1PP1Q1P/6P1/R4RK1,40
Polosoff,RedOnion,1-0,False,False,1753,1617,r4rk1/p2b3p/5pp1/2q1Bp2/7Q/P3P3/1P2NPPP/3R1RK1,40
sargui,emajogi,0-1,False,False,1750,1630,r2r4/2p3pp/pb2kp2/3np3/4N3/4PP2/PP1B1KPP/R2R4,40
borodin,lorienwood,1-0,False,False,1633,1691,r3r1k1/1p3ppn/p1p4p/5Pq1/PP1P4/4NB2/1b3PPP/3RQRK1,40
richardmario,bunicul,1-0,False,False,1701,1675,4rrnk/p1q3pp/4p1p1/1p1pP1N1/2bP3B/P1P5/1Q3PPP/1RR3K1,40
mstevens,bolkonski,0-1,False,False,1771,1638,r2r2k1/3p1ppp/p2Np3/1p2Pn2/5P2/P7/1PP2PKP/3RR3,40
LevChassPlayer,LuigiBot,0-1,False,True,1703,1658,r3r1k1/pp3ppp/2np4/2p2P2/2P2p1q/2QP1B2/PP4PP/4RRK1,40
Itcdevils,borodin,1-0,False,False,1633,1641,r2q1rk1/3bb1pp/4p3/p1p2p2/3Pp3/NQP1P1P1/RP3PBP/5RK1,40
agrfor,zeepp,1-0,False,False,1650,1689,r3r1k1/1pp2ppp/p7/8/3q4/PPQ1NpP1/3P1P1P/2R2RK1,40
burlon,emajogi,1-0,False,False,1689,1637,r2q1rk1/pp2pp1p/6p1/2pN1PB1/2P5/3P4/1P2Q1PP/5R1K,40
AndyStar,happyvutter,0-1,False,False,1604,1641,2bqk2r/4bp2/3p1n1n/1P2p2p/4P3/5B2/1B1N2PP/Q3NRK1,40
KIAUA,richardmario,0-1,False,False,1707,1702,2kr3r/pb3ppp/4p3/1pp1q1P1/8/3p1P2/PP1Q1KP1/3N1B1R,40
LuigiBot,LevChassPlayer,1-0,True,False,1644,1713,r3r1k1/5pb1/p1N2qpp/1pp2b2/3p4/3P1Q2/PPPB1PPP/2R1R1K1,40
richardmario,KIAUA,1-0,False,False,1693,1716,r3r1k1/p4ppp/3p4/q1P5/8/P1Q1PP2/3K3P/R6R,40
ToniAilton,borodin,1-0,False,False,1795,1634,r3n1k1/p2Q2pp/4p3/q1p1P3/P7/2P5/5PPP/1R3RK1,40
KIAUA,richardmario,1-0,False,False,1708,1701,r6k/pb5p/2p1pr2/1p1NP3/2p5/8/PP3PP1/3RKB1R,40
borodin,burlon,0-1,False,False,1641,1682,r4r1k/6pp/2p5/p2p1p2/P2PpqQ1/1B6/1PP2P1P/R4RK1,40
richardmario,KIAUA,0-1,False,False,1709,1700,r4rk1/p5pp/1b1p2n1/3NqP2/3p2Q1/8/PP1B1P1P/R4RK1,40
KIAUA,richardmario,1-0,False,False,1691,1718,rn1q2nr/p4k1p/2p5/2b3p1/8/3N2P1/P2BP2P/R2QKB1R,40
Mundt,borodin,1-0,False,False,1683,1648,r2q1rk1/pp3p2/2pp2bp/5P1R/3pP3/PN1P4/1PP5/R2QKB2,40
richardmario,KIAUA,0-1,False,False,1727,1682,1r1q1rk1/pn1b1pp1/2p2B1p/4p3/1P6/2PP3P/P1B3PN/R2Q1RK1,40
KIAUA,richardmario,0-1,False,False,1689,1720,2rq1rk1/p4ppp/1p6/3pP3/4nP2/P1NQ4/1P4PP/3R1RK1,40
Achat,CALBOT,1-0,False,False,1659,1752,3r1rk1/pp4pp/2pb4/1q1n1p2/1P1P4/P3P1P1/1BQ2PBP/R1R3K1,40
meuccius,Ragnoz,0-1,False,False,1706,1748,1r3k2/3npp1p/p1bp2p1/7P/2p5/P1N2pn1/1PP2P2/R3K1R1,40
FyFazan,borodin,1-0,False,False,1711,1655,r1b1r1k1/ppp3pp/4P1n1/1NqP2B1/P1p2p2/2P5/5PPP/R2QR1K1,40
richardmario,bunicul,0-1,False,False,1730,1660,5rk1/2q1bppp/p1n2n2/1p1B4/1P6/2PP1Q1P/3N1PP1/2R2RK1,40
alfmin,meuccius,1-0,False,False,1707,1714,r4rk1/1pp2ppp/2q1p3/2b1P3/5P2/pPN5/P2BQ1PP/1K1R3R,40
CALBOT,Achat,1-0,False,False,1725,1666,1r3r2/4qpk1/b1p1p1p1/2Pp3p/p4P1P/P1P1Q3/1P1N1P2/2K3RR,40
asmena,LuigiBot,1-0,False,True,1776,1631,2r2rk1/1pp1qp1p/p2p1np1/3Pp3/2P5/1P3PP1/PB4BP/R2Q1RK1,40
LuigiBot,asmena,0-1,True,False,1636,1771,5rk1/5ppp/p1nb4/8/4P3/1QNP2qP/PPP3P1/R2R2K1,40
borodin,StadinPera,1-0,False,False,1637,1650,2kr3r/p1p1q2p/1p1p2p1/n2Ppn2/1P1P4/3Q4/P2N1PPP/R3R1K1,40
FyFazan,Achat,1-0,False,False,1714,1673,4r2r/1p3kp1/p1q1p2p/3pQ3/3P4/2P1R3/P4PPP/1R4K1,40
asmena,LuigiBot,1-0,False,True,1766,1641,r4rk1/1p2bppp/2pp1n1q/1p2p3/4P3/1P3PP1/PB2NQBP/R4R1K,40
LuigiBot,asmena,1-0,True,False,1630,1777,r4rk1/p3b1p1/1qn2p1p/2p1n3/Q2pPB2/1P1P1PP1/P3B2P/2R2RK1,40
roncyg,FyFazan,0-1,False,False,1685,1707,r2qr1k1/1bp2pp1/5b1p/1N1P4/5n2/1Q3N2/B4PPP/3R1RK1,40
BlitzThree,SACECOM,1-0,False,False,1743,1720,4rrk1/ppp4p/5pp1/2bPq3/1P2P3/P4P1P/2PQN1P1/2KR1B1R,40
burlon,Esekla,1-0,False,False,1674,1690,5rk1/4b1pp/2pNbp2/2p1P3/P1Pp1B2/3P4/Pr4PP/RR4K1,40
borell,borodin,0-1,False,False,1659,1628,r4rk1/p1p1bppp/1p4bq/1Q4P1/8/P1P4P/1P2B3/2K1BRR1,40
asmena,LuigiBot,1-0,False,True,1772,1635,2r2rk1/1pp1qp1p/p2p1np1/3Pp3/2P5/1P3PP1/PB4BP/R2Q1RK1,40
LuigiBot,asmena,0-1,True,False,1640,1767,r1bq1rk1/6p1/p2p3p/2p1pp2/4P3/1P1B1P2/P1P1QP1P/1R3R1K,40
FyFazan,whitejediknight,1-0,False,False,1697,1790,r2q1r1k/ppp3pp/1b6/3P4/4QB2/2P2N2/PP2BPPP/R3R1K1,40
gambitts,bunicul,1-0,False,False,1680,1664,r4rk1/pp1n1pp1/4p3/6NQ/3B4/8/qPP2PPP/3n2K1,40
asmena,LuigiBot,1-0,False,True,1762,1645,2r2rk1/1pp1qp1p/p2p1np1/3Pp3/2P5/1P3PP1/PB4BP/R2Q1RK1,40
LuigiBot,asmena,1-0,True,False,1634,1773,r4rk1/3qb2p/4pnp1/8/pPPnpN2/P7/1B1P2PP/1RQ2RK1,40
hawkmatt,fary,0-1,False,False,1643,1609,r4rk1/5ppp/pq3n2/bp2p3/4P3/NP3QPP/PBR2PB1/4R1K1,40
asmena,LuigiBot,1-0,False,True,1768,1639,2r2rk1/1pp1qp1p/p2p1np1/3Pp3/2P5/1P3PP1/PB4BP/R2Q1RK1,40
henriquerenno,borodin,0-1,False,False,1608,1620,r2q2k1/p1p3pp/2p5/3pP3/1B1Pp1Pb/P4r1P/1P3P2/2RQ1RK1,40
LuigiBot,asmena,0-1,True,False,1644,1763,r4rk1/4n1b1/2qpb1pp/3Np3/1p2Pp2/3PBBPN/1PP2PRP/3K1Q2,40
whitejediknight,alfmin,1-0,False,False,1784,1713,r1b4N/1p1p1kp1/p4p2/8/8/2B5/P4PPP/R4RK1,40
asmena,LuigiBot,1-0,False,True,1757,1650,2r2rk1/1pp1qp1p/p2p1np1/3Pp3/2P5/1P3PP1/PB4BP/R2Q1RK1,40
borodin,FyFazan,1-0,False,False,1610,1707,r4rk1/pp3pp1/2pn3p/5b2/3P3B/1BP5/PP1N1PPK/R3R3,40
Mentallytough,whitejediknight,0-1,False,False,1727,1777,k2r2n1/pp3p1p/2P3b1/2b5/B7/2N2Pp1/PPP2R2/R1B3K1,40
bunicul,Polosoff,0-1,False,False,1670,1747,br4k1/4qpbp/4p1p1/1Bp1P3/P2p1P2/8/1PP1Q1PP/R4RK1,40
FyFazan,borodin,1-0,False,False,1701,1616,1q1b2k1/pr3pp1/3p3p/3Nn3/Q3PB2/7P/PP3PP1/1R3RK1,40
Alexbourg,LuigiBot,1-0,False,True,1786,1657,r1br4/3p1q1k/p1nQ1p1p/1p2p3/4P3/1NP2RP1/PP3P1P/4RBK1,40
fary,DaimonnomiaD,0-1,False,False,1615,1768,r1b2rk1/2q4p/2p1p1p1/p1NnPp2/1p2P3/PP6/1B3PPP/R2QR1K1,40
LuigiBot,Alexbourg,0-1,True,False,1662,1781,5rk1/1br1Qppp/pq2p3/4p3/N3P1n1/3P4/PPP2PPP/1R3RK1,40
jacquot,Happytoplay,0-1,False,False,1799,1673,r4rk1/pbq2pp1/np2p1np/8/1P2P3/P2Q1N1P/2B1NPP1/2R2RK1,40
borodin,manueltepongo,1-0,False,False,1608,1611,r1bq1r2/pp2b2k/2p1p1Q1/3pPP2/3P4/P1P5/2P3PP/R1B2RK1,40
Marcosm,TheNorthernPike,0-1,False,False,1701,1785,rr4k1/4qppp/1Qpp1n2/2P1p1N1/1P2P3/2N4P/2P2PP1/5RK1,40
MRZWISCHENZUG,vmelnik,0-1,False,False,1680,1706,2r2rk1/1p1qb1pp/pBp1ppb1/1n6/P3P3/1QNP1BP1/1P3P1P/2RR2K1,40
Alexbourg,LuigiBot,1-0,False,True,1775,1668,8/p3kp1p/1p1p1q2/2p1nP2/6rp/P2PbB2/1PP3PP/R2Q1R1K,40
burlon,FyFazan,0-1,False,False,1686,1693,q1r3k1/p4ppp/1p1b1n2/8/3P1p2/2NQ1P1b/PP3R1P/R1B3K1,40
JustMicgo,borodin,1-0,False,False,1739,1613,r1b2rk1/5ppp/5n2/p1q5/4p3/P3P1NP/4BPP1/RQ3RK1,40
whitejediknight,ToniAilton,1-0,False,False,1769,1790,r1b3k1/1pqp1rp1/p2b1pN1/7Q/8/8/PB3PPP/1R3RK1,40
fary,Mentallytough,0-1,False,False,1623,1721,2q1r1k1/prp2pbp/1p4p1/3RPn2/2P5/BQ3N2/P4PPP/3R2K1,40
mstevens,alfmin,1-0,False,False,1736,1721,2kB3r/1b1p1ppp/p2Q4/1p1nP3/1P5q/3B1P2/P1P3PP/R4RK1,40
Mentallytough,fary,1-0,False,False,1715,1632,r1q2rk1/3b1p2/p2bpPp1/7p/1pPB3Q/8/PPB1N1PP/4RRK1,40
Subutu,ancientrock,0-1,False,False,1723,1637,r1k1q2r/ppp1b1p1/2b1pp1p/8/2P5/1QN5/PP3BPP/3R1RK1,40
Koosals,vmelnik,1-0,False,False,1796,1712,1r1q1r2/ppp3pk/1nn1p2p/3p1p1P/5Q2/2P1PPB1/PP2BP2/2KR2R1,40
prawngrabber,burlon,1-0,False,False,1750,1699,r4r1k/ppq3pp/3Rb3/1Qp1Pp2/8/2N4P/PPP3P1/5RK1,40
fary,Mentallytough,0-1,False,False,1642,1708,3r1k1r/Q1p2pb1/1p2p1pp/8/2P5/P3Bq1N/1P3P1P/R4RK1,40
carmelovita,Happytoplay,0-1,False,False,1662,1642,3q1rk1/1p4p1/p3pB1p/3p1b2/1P6/PQ2PB2/5PPP/5RK1,40
rajibkudas,edrobaza,1-0,False,False,1748,1754,1k2rbr1/pp3N1p/1q3p2/3Q4/3P4/Pp6/1P3PPP/1R3RK1,40
manueltepongo,BlitzThree,1-0,False,False,1621,1743,1r2k3/2p2p2/p1pp1p2/7p/4PP2/PP1P3P/2P5/2K3R1,40
FyFazan,Polosoff,1-0,False,False,1683,1757,r4k2/pp4pp/4b3/4p3/8/1P6/P4KPP/R3R3,40
Mundt,carmelovita,1/2-1/2,False,False,1686,1661,5rk1/2p2pp1/p6p/1p2b3/8/2P1BQ1P/qP3PP1/2KR4,40
Mentallytough,fary,1-0,False,False,1701,1652,2k4r/2p4p/ppn3p1/5p2/1PBP1b2/P1NK1P2/2P2P1P/4R2R,40
LuigiBot,asmena,0-1,True,False,1657,1751,r4rk1/4bp2/3p1n1p/pqp1p1p1/3NP1P1/3PB2P/NPP2P2/RQ2KR2,40
fary,Mentallytough,1-0,False,False,1637,1711,r2r2k1/pbRn1pbp/1p2pqp1/8/P3P3/BQ1B1N2/5PPP/4R1K1,40
edrobaza,rajibkudas,0-1,False,False,1763,1739,1r3rk1/2qp1pbp/p3p1p1/1p2P3/4R3/1PP2N1Q/1P3PPP/3R2K1,40
fary,Mentallytough,1-0,False,False,1631,1714,r2q1rk1/p5bp/1pB2pp1/2np4/8/2N5/PP1B1PPP/2RQR1K1,40
henriquerenno,Turamon,0-1,False,False,1611,1688,r2r2k1/ppp3bp/6p1/3b1pN1/3p4/P4N2/1PP1BPPP/2R2RK1,40
LuigiBot,manueltepongo,1-0,True,False,1668,1628,1k2r2r/pp3p2/2pbq1p1/4p2n/3pP2B/P2P1B2/1PPQ1PPP/5RRK,40
Mentallytough,fary,1-0,False,False,1707,1642,r4rk1/nbq2Np1/p1p1Q2p/1p6/3P1b2/1BN2P2/PPP1R1P1/3R3K,40
roncyg,Koosals,0-1,False,False,1691,1799,r1b2r2/pp1k1q2/2p1p2Q/2Pp4/1P6/P1N1P3/5PPP/R4RK1,40
manueltepongo,LuigiBot,1-0,False,True,1619,1677,r6k/1b2rp1p/1q2np1B/pppp2p1/7P/P1PP1P2/BP1Q2P1/2K1R2R,40
Amroth,airbrushart,0-1,False,False,1747,1640,r4rk1/4b1pp/p2qp3/3b1p2/PpNP1P2/2P5/1P2BQPP/R4RK1,40
bidil,Alate,0-1,False,False,1763,1793,r4rk1/p1q2ppp/3p4/1ppP2b1/2n1P3/6P1/PPB2NKP/1R1QR3,40
PetervG,edrobaza,0-1,False,False,1640,1757,2rr2k1/p4pp1/1qb1p2p/2ppP3/7Q/1PN2P1P/P1P3P1/R3R1K1,40
LuigiBot,manueltepongo,1-0,True,False,1670,1626,r4rk1/pp3p2/2p2n1p/4B1p1/P2pP3/1P1P3P/2P2PP1/4RRK1,40
naylor,BlitzThree,1-0,False,False,1720,1743,1k4r1/ppn2p2/3p1R2/2p1pB2/4P1P1/2PP4/PP1K1P2/8,40
manueltepongo,LuigiBot,1-0,False,True,1617,1679,r3k3/p3pR1p/1p2B1p1/2p1b3/8/P2P4/2PB2PP/6K1,40
Koosals,burlon,1-0,False,False,1785,1699,r4rk1/p3b1pp/4p3/q4pP1/2QPpB1P/2P5/PP3P2/2KR3R,40
INeedbitcoin,Koosals,0-1,False,False,1607,1781,2kr3r/pp3p2/1q2b2p/2bp2pP/8/2P2NP1/PP2QPK1/R1B1R3,40
edrobaza,cumbrian,0-1,False,False,1760,1699,5rk1/ppq2p2/4p1np/nb1pP3/3P4/6Q1/P4PPP/RB2R1K1,40
wbrandl,alfiles,0-1,False,False,1622,1656,3r1rk1/ppq2pp1/2p1pnbp/8/3P2N1/PQP4P/1P2BPP1/3RR1K1,40
sargui,ChessKhiladi,1-0,False,False,1740,1634,6k1/ppp3pp/1n1r1p2/3P3b/3Pr3/1B2N3/P4PPP/R3K2R,40
arivaca,LuigiBot,0-1,False,True,1743,1668,3q1r1k/p1r3pp/2nbpp2/1QB5/8/2N2N2/PP3PPP/3R1K2,40
alfiles,wbrandl,1-0,False,False,1648,1630,r2q1r2/5pk1/p3b1p1/np1pPp1p/3P3P/P1N2N2/1PRQ1PP1/4R1K1,40
ANTONIOPAPICHULO,LuigiBot,1-0,False,True,1793,1678,2kr2r1/2bbqp2/p1p1p1pp/1pB1P2n/1P6/P2Q1N1P/2P1NPP1/R4RK1,40
surios,arivaca,0-1,False,False,1751,1735,2r2rk1/1b2p1bp/p2pp1p1/1p4N1/1q2PB2/7P/P5P1/2RQRN1K,40
fary,sargui,1-0,False,False,1618,1751,r5k1/pbpn2pp/1p1p4/3P1p2/1PP1pBr1/P4PPq/8/RB1Q1RK1,40
wbrandl,alfiles,1-0,False,False,1621,1657,3rQ1k1/pp3ppp/2p5/3q4/3p2P1/2P2P2/PP4P1/R3R1K1,40
LuigiBot,ANTONIOPAPICHULO,1/2-1/2,True,False,1675,1796,3r3r/1k1qbpp1/p3bn1p/Pp2p3/1P2P3/2PP1PP1/2QNB2P/R3K1R1,40
ANTONIOPAPICHULO,LuigiBot,1-0,False,True,1790,1681,2r1k2r/p1nbppbp/1p1p2p1/2pP4/2B1P1P1/PNQ5/2P2PP1/2B2RK1,40
LuigiBot,ANTONIOPAPICHULO,0-1,True,False,1687,1784,5rk1/4Q1p1/3p2qp/p3p3/5p2/2BP4/PPrR1PPP/R5K1,40
ANTONIOPAPICHULO,LuigiBot,1-0,False,True,1778,1693,rn4r1/p2p1pkp/1p4p1/2p1R3/6B1/3N3P/PPP2PP1/R5K1,40
fary,sargui,1/2-1/2,False,False,1611,1754,r2q1r1k/p1p3pp/1p1p4/3P1R2/2P1Q1n1/P1PB4/1B4PP/R5K1,40
ANTONIOPAPICHULO,LuigiBot,0-1,False,True,1799,1672,1krr4/1p1n1pbp/p2p2pn/3Pp3/1N2P3/q1P1BB1P/5PP1/2R1QRK1,40
LuigiBot,ANTONIOPAPICHULO,0-1,True,False,1677,1794,r4rk1/1pp2pp1/p6p/3N2b1/2B2p2/P2P1P1b/1PP1QP1P/1R4K1,40
roncyg,surios,1-0,False,False,1690,1761,2rq1r2/pb1n2k1/1p2Qnpp/8/1P2P3/6B1/1P2BPPP/3R1RK1,40
ANTONIOPAPICHULO,LuigiBot,1-0,False,True,1788,1683,2r3k1/pb2rppp/1b6/1q1p1p2/P2B4/4P2P/5PPN/R2Q1RK1,40
LuigiBot,ANTONIOPAPICHULO,1-0,True,False,1672,1799,r1br2k1/pp3pp1/3B3p/1N4bn/4P3/1P1P1P2/P2P2PP/R4RK1,40
LuigiBot,ANTONIOPAPICHULO,0-1,True,False,1674,1797,1k1r2n1/1p2bp2/pQpp1q1p/4p3/4P3/1PNP1P1p/P1P1KP1P/2R3R1,40
fary,AntonioZ,0-1,False,False,1622,1763,1rb2rk1/pp2bpp1/5n1p/BN6/2p1P3/P7/Bn2NPPP/R3R1K1,40
FyFazan,eminx,0-1,False,False,1695,1737,3rr1k1/ppp2p2/2n1q3/2P2bB1/4nP2/3B1Q2/PP4PP/R3R1K1,40
ToniAilton,edrobaza,1-0,False,False,1782,1759,4r1k1/6p1/1Qpq1pp1/p2n4/2BP4/P6P/1P1N1PP1/R5K1,40
brumel,surios,0-1,False,False,1639,1764,2kr3r/p1q1n2p/1p2bpp1/2pp4/4p3/1N2P3/PPPBQP1P/R3K2R,40
airbrushart,brumel,0-1,False,False,1648,1631,r1b1k2r/1pp1qp2/p2p4/5P2/2P1nB2/1B3QPp/PP2N2P/R6K,40
bunicul,JohanSt,1/2-1/2,False,False,1671,1694,r3br2/p5bk/2p2ppp/1pP2B2/5PN1/2P5/PP4PP/R1BR2K1,40
eminx,burlon,1-0,False,False,1729,1707,r4k2/ppq3pp/2pb4/3p4/5P1N/1PNP2Pb/1PP1Q3/R5K1,40
surios,DejunQian,1-0,False,False,1759,1621,b4rk1/2q1bpp1/2n1p2p/3pP2N/1ppPnP2/2P2B1P/1PQ3PN/2B1R1K1,40
railroadman,edrobaza,0-1,False,False,1650,1765,4r1k1/2pq1ppp/1pn1r3/p7/2QPn3/PN2B1P1/2P2PKP/1R2R3,40
Jurekk,madridmadrid,1-0,False,False,1792,1721,r2qr1k1/3Bbp1p/1p3npB/p1pp4/P7/2P2N1P/1PQ2PP1/R3R1K1,40
ptizoom,bunicul,0-1,False,False,1795,1660,r4r2/pp1Qbkpp/6n1/4p3/1q2b3/4B1PB/PP3P1P/R2R2K1,40
edrobaza,railroadman,0-1,False,False,1776,1639,r5k1/1ppqrppp/6b1/p2P2Q1/5N2/2N3R1/PPP2PPP/2K4R,40
railroadman,edrobaza,0-1,False,False,1644,1771,2rn1rk1/1p1bq1p1/p3p2p/P2pP3/1P6/2PQ3P/4N1PN/R4RK1,40
retonaef,burlon,0-1,False,False,1613,1697,4rrk1/p5pp/2pq4/3pR3/P2P1p2/2P2PnP/1P1B2P1/R2Q2K1,40
fhil,Fluffles,0-1,False,False,1720,1720,rnb5/pppp1k1p/8/2Bq2P1/8/P7/1PP1QK1P/4R3,40
SEBASCHESS,Ernult,1/2-1/2,False,False,1720,1720,rn2k1nr/8/2pb4/1p6/pP4q1/2PNP2p/P3Q2P/RNB1K2R,40
CarveItUp,cumbrian,1-0,False,False,1778,1705,2kr3r/1pq2p2/p1b1p3/2Ppb3/PP1N3p/2P4P/3B1PP1/R2QR1K1,40
madridmadrid,rusalka,0-1,False,True,1735,1711,3r1rk1/pp2q1pp/5p2/3np3/Pp6/3P1Q2/1B1N1PPP/R3R1K1,40
burlon,epifend,0-1,False,False,1705,1722,2r2rk1/3q1pp1/N1pp3p/1p3P2/4Pb2/2P2B2/PP2Q1PP/3R1RK1,40
edrobaza,railroadman,1-0,False,False,1766,1649,r1bq1rk1/5pp1/2p2b2/pp1p4/5PPp/3B1Q1P/PPPBN3/2KR3R,40
