White,Black,Winner,White is Computer,Black is Computer,White ELO,Black ELO,Move FEN,Move Number
jbfjbf,rwausmith,0-1,False,False,1260,1270,r4rk1/pp3ppp/2n5/4q3/1P6/P5P1/2P1BP1P/3RQ1K1,40
vannman,MiniZerdax,1-0,False,True,1372,1305,r1b1qbnr/1np2p2/1p1kp1pp/3pN3/1P1P2Q1/P1PNP1PP/5P2/R1B1KB1R,40
MiniZerdax,FishermanDD,1-0,True,False,1275,1294,4rrk1/p1R2pp1/2n4p/2q5/6bP/P1Pp1NK1/2PQ2P1/5B1R,40
FishermanDD,MiniZerdax,0-1,False,True,1317,1266,1nbq1b2/r3n1k1/1p1p2pr/p1pP1pNp/N1P4P/1P1B2P1/P4P2/2Q1RRK1,40
MiniZerdax,FishermanDD,0-1,True,False,1273,1297,3r1rk1/1Qp2p1p/4b1p1/p1b5/P1P5/4P3/qP1PKPPP/2B2B1R,40
Armbear,MiniZerdax,1-0,False,True,1367,1297,rnbk1qn1/1p1p1N2/2pQpbB1/p6p/P1NP2p1/2P5/1P3PPP/R1B1K2R,40
MiniZerdax,FishermanDD,1-0,True,False,1297,1298,r3r1k1/1q1n1p1p/2pb1np1/pP1p4/Q2P4/1N2PP2/PP1B2PP/R2K1B1R,40
FishermanDD,MiniZerdax,1-0,False,True,1269,1306,r1bq1k1r/3n3p/4n3/p4BpQ/8/P5P1/1P3P1P/R4RK1,40
kirbykirby,MiniZerdax,0-1,False,True,1393,1303,rnb2kr1/1p6/1QnPp1p1/p1p1N1Bp/P2pB3/1P5P/2P2PP1/R3K2R,40
sylvand,MiniZerdax,0-1,False,True,1391,1360,1nb1k1nr/6r1/1pp1p1p1/q3Pp1p/8/P2B3P/2PB1PP1/1R1QR1K1,40
MiniZerdax,vannman,1-0,True,False,1351,1389,r1b1kb1r/1p3p2/p5pN/3Np3/7P/P2P4/RPP1KPP1/2B2B1R,40
vannman,MiniZerdax,1-0,False,True,1382,1358,rn5r/1b5p/1kpp3n/1p4p1/p3N3/P1P1P1PP/1P3PB1/R1B1K2R,40
MiniZerdax,asky,1-0,True,False,1352,1251,r4rk1/3b1pp1/pq3n2/RNpp4/3Pp1Pp/2P1P2P/P2KQP1R/2B2BN1,40
vannman,deruja,1-0,False,False,1376,1361,r2qr1k1/6p1/p2b3p/2p5/3pn1bN/P1P1P3/1PQ2P2/R1B1KB1R,40
Gaufo,Carlogaralde,1-0,False,False,1357,1398,4rk1r/pppQ3p/1q3p2/8/4p3/7P/PPP2PP1/3R1RK1,40
ElJujutos,Barleneister,1-0,False,False,1378,1283,7r/4pkbp/p4np1/4Qp2/4P3/3P4/PP1BBPPP/R3K2R,40
MiniZerdax,vannman,0-1,True,False,1299,1375,r1bqk1nr/5pp1/p1p1p1np/1p1p4/3P1PP1/PP2P2B/R1P1N1KP/2B1b1NR,40
vannman,MiniZerdax,1-0,False,True,1368,1306,rn5r/3Bk1pp/1p2p2n/p1ppPpN1/8/PPP1PP1P/1B4P1/1R3RK1,40
MiniZerdax,vannman,0-1,True,False,1313,1361,r1b1k2r/1p3p2/p1p1pnpp/3p4/Pb1P1NPq/1PN1P2P/1BPK4/3B1R1R,40
vannman,MiniZerdax,0-1,False,True,1370,1304,1n1k3r/2p2q1n/b2pp2b/1p3ppp/r2P4/PN1BPNPP/1P3P2/R1BQK2R,40
MiniZerdax,vannman,1-0,True,False,1294,1380,r1b1k2r/1p2bp2/pqp1p1pp/2npP3/P4P2/1PNP1BPN/R1P4P/1Q3K1R,40
vannman,MiniZerdax,1-0,False,True,1374,1300,rn2q1nr/4kp1p/p1p1p1p1/1pNpN3/3P4/PQP1P1PP/8/R1B1KB2,40
MateGTR,joaogustavopa,0-1,False,False,1359,1238,3r2k1/1pp2ppp/p1n5/8/2Np2P1/P2P1R1P/2P1r3/R5K1,40
joaogustavopa,MateGTR,1-0,False,False,1238,1359,5rk1/pbp2p2/1p4p1/3pr1B1/1P1p3Q/PP1B4/6PK/RN3R2,40
MiniZerdax,perbot,0-1,True,False,1299,1337,r3k2r/p6p/1p1bN2q/4pp1n/PP1p4/1QPP4/4PPPP/1N2KBR1,40
perbot,MiniZerdax,0-1,False,True,1346,1290,r1b4r/3q1k1p/1Pp3pn/p2pQ3/N2P1P2/1P2B1P1/7P/R4RK1,40
MiniZerdax,perbot,0-1,True,False,1297,1339,1r2k2r/1P5p/B1n1b1p1/2q1pp2/3p4/4P1Q1/PRP2PPP/3K2NR,40
MiniZerdax,MaltosCardoso,0-1,True,False,1264,1397,1r1q1rk1/5pp1/p1p2n1p/3p3b/P2Pp2R/8/1PQ1PPP1/R3KBN1,40
perbot,MiniZerdax,0-1,False,True,1349,1265,rn2kbr1/3b4/2p1pqp1/p1PBNpNp/5P2/1Q2B3/PP4PP/2KR3R,40
perbot,MiniZerdax,1-0,False,True,1336,1278,b4bnr/p2n1qp1/1ppppk2/7p/2PPBP1P/QP2BNP1/P7/2KR3R,40
MiniZerdax,sylvand,0-1,True,False,1284,1382,r4rk1/1pp2ppp/p4n2/8/PQ1pP3/3P3P/qBK2PP1/5BNR,40
