White,Black,Winner,White is Computer,Black is Computer,White ELO,Black ELO,Move FEN,Move Number
piaanist,algra,0-1,False,False,1524,1571,r3k2r/4bpp1/p4q1p/1p2p3/1Pp1P3/P1P1B1P1/Q4P1P/2R1KR2,40
otzek,NHTROGER,0-1,False,False,1437,1452,r3r1k1/1pp2pp1/p1n1b2p/4P1q1/P1P5/1P1Q3P/1B4P1/R3R2K,40
lurelei,sclopez,0-1,False,False,1519,1479,2kr1b1r/p1pp1pp1/1p6/4P2p/1n3P2/1NN3P1/PP1BK3/7R,40
Dreamcaster,prakashnaraine,1-0,False,False,1432,1598,r4rk1/pp2b1p1/5p1p/3R4/4n3/1PP1P1P1/PB2NP1P/3R2K1,40
Sjviek,Nealtheverb,0-1,False,False,1474,1508,5rk1/ppn2ppp/1b1N1n1P/3b4/8/1P1N4/PKP1P1P1/5B1R,40
sclopez,lurelei,1-0,False,False,1470,1528,r4rk1/2p1b1pp/p3Q3/3p4/p7/4BPP1/1PP4P/R3KR2,40
PasChat,samaan,0-1,False,False,1510,1519,7r/pppqkp2/2n3p1/3pp2n/4P2R/2PP1K1N/PP1N2P1/R7,40
elcafetero,NADIMMM,0-1,False,False,1553,1557,r4rk1/2p3p1/3bp2p/pP2p3/P1p1n3/2P1BN1P/5PP1/2R1R1K1,40
LDopa,ducetray,1-0,False,False,1482,1576,rn1r2k1/ppqbbppB/4pn1p/2p3N1/5P2/2P1B2P/P5P1/RQ3RK1,40
lurelei,samaan,0-1,False,False,1538,1440,r3r1k1/p4ppp/2p3b1/1p1p1qB1/1P3Q2/2P5/P2N2PP/2R3KR,40
Cristianionita,ricardoolivero,0-1,False,False,1544,1578,r2q2k1/p1p2pp1/1p1p1n1p/3n4/8/1QP2N1P/PP1N1PP1/R5K1,40
stocknok,Bestukmow,1-0,False,False,1596,1538,r1b2rk1/pp4pp/2p1p3/4Pn1P/3PpP2/1Pq3BR/P1P1BKP1/R1Q5,40
Cristianionita,haybail,0-1,False,False,1553,1525,r2b1rk1/p4pp1/1p3n1p/1Bp5/5B2/7P/PPP2PP1/R2R2K1,40
Cristianionita,ducetray,1-0,False,False,1552,1589,r5k1/1p1r2p1/1Bn2p2/4p2p/4P3/P1NB1P2/1PP4P/R5K1,40
Pirusalem,ANSBr,1-0,False,False,1455,1405,r2q1r1k/1pp3pp/8/n4p2/PQ1P1p2/P1P2P1P/6P1/R4KNR,40
BOGuk,ricardoolivero,0-1,False,False,1465,1572,r3qrk1/1p6/p1p1p2p/2PpPpbn/PP1P4/4P2R/3NQ1PP/2R3K1,40
jamci,Cristianionita,1-0,False,False,1557,1562,2kr3r/1ppq1pp1/p2p3p/3P2n1/b1PRPP2/NB6/PP3Q1P/2K4R,40
Cristianionita,NADIMMM,0-1,False,False,1571,1545,r4rk1/2p1q1b1/1p1p3p/3Pp1p1/1P2npB1/2PQ3P/5PPN/R4RK1,40
ANSBr,lucasnc,0-1,False,False,1411,1516,r4Bk1/3b2qp/p1p2n2/3p4/P1PPppp1/1QP5/3N1PPP/R3R1K1,40
Cristianionita,Dreamcaster,1-0,False,False,1566,1439,r4rk1/pbp1qpb1/1p2p2p/7Q/4Np2/2PB3P/P4PP1/1R3RK1,40
Jubela,deepphase,1-0,False,False,1498,1495,r1b5/ppkp1B2/7p/4R1pN/8/8/PPP2PPP/R2Q2K1,40
leffejelm,mmschess,1-0,False,False,1576,1522,1rb1k2r/5pp1/4p2p/1Pp5/p1PP4/P1R5/5PPP/4KB1R,40
Dreamcaster,Cristianionita,0-1,False,False,1444,1561,3r1rk1/ppqn1ppb/2p2n1p/3p4/3P1NPP/1PN1PB2/P2Q1P2/R4RK1,40
deepphase,Jubela,1-0,False,False,1487,1506,2k5/ppp2q2/5Pp1/1N1p3p/3P3b/4P3/PPP1K3/R1B2R2,40
FrankyBaby,ricardoolivero,0-1,False,False,1417,1572,rn1q1rk1/pppb1pp1/3p3p/3P4/2B2PP1/2N3KQ/PP6/R4R2,40
sclopez,taateli,1-0,False,False,1462,1466,rn2k1r1/5p2/b1p1pq2/p2p4/3n2N1/3B4/PP3PPP/R1BQR1K1,40
perthao,Cristianionita,0-1,False,False,1576,1556,r4rk1/pR3p1p/1p4p1/6B1/3b4/2q4P/2P2PP1/1R1Q2K1,40
Jubela,deepphase,0-1,False,False,1515,1478,r4rk1/1p2b1pp/3p1p2/p3p3/2P1P3/B4P2/P1P2P1P/R2R2K1,40
bartab,Korpav,0-1,False,False,1512,1465,2r2rk1/1R3ppp/Q3pn2/2bpNn2/5BP1/2q5/P2N1P1P/5RK1,40
elcafetero,EmilArab,1/2-1/2,False,False,1568,1411,r5k1/qppb1ppp/p2p1b2/3P4/3N1Q2/2P5/PB3PPP/4R1K1,40
VPJKN,bemillez,0-1,False,False,1563,1492,r4rk1/pp4pp/2pbb3/2q2p2/4PP2/1PPQB1P1/P5B1/R4RK1,40
Cristianionita,Cantabrico,1-0,False,False,1549,1485,5rk1/2qrbppp/p1np4/1pp5/4PP2/1PP1B1Q1/P3B1PP/3R1RK1,40
deepphase,Jubela,0-1,False,False,1486,1507,5r2/ppp2p1k/n5p1/3P1brp/1P2B3/2PPN3/P2K2P1/R5NR,40
Stadlbauer,erbium,0-1,False,False,1417,1582,r2q1r2/pB4pk/3pb2p/4p1b1/3p4/P2P2P1/1PPB1P1P/R2QR1K1,40
Cantabrico,Cristianionita,0-1,False,False,1492,1542,5rk1/1pqb1pp1/2p1pn1p/2P5/QPNPp2b/4P2P/4BPP1/5RK1,40
Dreamcaster,otzek,1-0,False,False,1424,1440,r3r1k1/pQp1n1pp/5p2/2q1nP2/3p2P1/1P1P3P/PBPN4/2R2RK1,40
toosnfews,sclopez,0-1,False,False,1564,1457,2kr3r/pp1b2p1/2pp1p2/4b2p/2N1P3/P1PB2PP/1P3P2/R3K2R,40
Cristianionita,perthao,1-0,False,False,1533,1585,3r3r/1k3p2/p2q1n2/1p1p1Q1p/P2P1np1/2P5/1PBN1PPP/R4RK1,40
erbium,Stadlbauer,1-0,False,False,1577,1422,r2k3r/1ppq1B2/p2pb1Np/7Q/3nP3/P2P3N/1PP3P1/5R1K,40
Dreamcaster,otzek,1-0,False,False,1424,1440,r3k2r/p4pp1/2Q2n1p/6q1/5NP1/1P2P2P/P7/R3K2R,40
Luzilein,gsinghmahesh,0-1,False,False,1458,1495,4qr1k/ppp4p/3p4/4p3/P3P3/4Q3/1PP2PKP/R2R4,40
JerryCXu,Nealtheverb,1/2-1/2,False,False,1533,1503,r1b3k1/pp1p1ppp/5n2/1N1Pqr2/1PP5/3B1PP1/7P/1R1Q1K1R,40
jfstepha,KENR,1-0,False,False,1480,1460,rn3r1k/pp1b3B/3PNn2/2q5/2Pp1B2/8/PPQN1PPP/2K1R2R,40
toosnfews,Cristianionita,1-0,False,False,1562,1540,rn4k1/5p1p/p2P2p1/1pp4n/8/1NN2P2/PPP3PP/2K4R,40
Waldiii,VPJKN,0-1,False,False,1553,1575,r4rk1/1pb2ppp/p1p5/7n/3PN3/P3B3/1PP3PP/4RR1K,40
elcafetero,PoeticFuture,0-1,False,False,1576,1574,r4rk1/1ppbqpp1/1p1p1n1p/4P3/4P3/2P1BN1P/P1Q2PP1/R4RK1,40
Stadlbauer,erbium,0-1,False,False,1427,1572,r7/1pp2rpk/p1qp3p/4p3/bP1bN3/P2P4/2PQ1PPP/1R1B1RK1,40
Dreamcaster,Luzilein,0-1,False,False,1432,1430,3k2r1/ppp2p1p/5Np1/2n5/4p3/1P2P1P1/PBP2P1P/3K4,40
Luzilein,cabo,0-1,False,False,1436,1549,2r2rk1/p1q2ppp/1p2pbn1/3p4/PP1Nn3/1QP2P1P/6P1/RNB1R1K1,40
Bestukmow,jdean,0-1,False,False,1545,1544,rn3rk1/pp2qpp1/7p/1P1Q4/3pNP2/8/1P3NPP/R4RK1,40
cabo,Cristianionita,0-1,False,False,1557,1539,r4rk1/pp3ppp/1np5/3p1qB1/3P1P2/2P4P/P2Q2P1/R4RK1,40
LDopa,MacSlay,0-1,False,False,1488,1570,1rn2rk1/3bbpp1/1q1p1n1p/2pPp3/p1B1P3/PpN2PB1/1Q1N2PP/R4RK1,40
erbium,Stadlbauer,1-0,False,False,1567,1432,r1q5/ppk3Q1/2pp1pNr/6p1/8/P2P3P/1PP3P1/R4RK1,40
Cristianionita,cabo,1-0,False,False,1530,1566,r1b2rk1/5ppp/1p1qp3/p2p4/8/3QR3/P2B1PPP/4R1K1,40
perthao,groovyhassle,1-0,False,False,1580,1422,5rk1/p1p2pp1/4b2p/8/B6B/P2P4/1rP1nPPP/R4R1K,40
chesshobbyist,alwayslearning,0-1,False,False,1487,1480,2kr4/pp4p1/2prpp1p/8/5PP1/1P2n2P/PB6/R1R3K1,40
justinwang,Waldiii,0-1,False,False,1587,1525,1r3rk1/p1N2pp1/3p3p/2p1q3/2B1n3/1P5Q/P1P2PPP/4R1K1,40
JulianKASG,KingWildBeast,1-0,False,False,1429,1473,1R2k2r/p2bb1pp/2rp1n2/8/Q3PB2/2N4P/PPP2qP1/2K4R,40
alwayslearning,ANSBr,1-0,False,False,1473,1418,r6B/2p5/p2kp3/3p1pp1/7p/5P1P/PPP2P2/2K1R2R,40
Gurucool,simongriffin,0-1,False,False,1562,1593,r5k1/ppb2rp1/3pp2p/2p5/3pP2q/3P3P/PPP1QPPN/R4RK1,40
PasChat,KENR,1-0,False,False,1508,1467,r7/pQ3p1p/1pp1p3/1kP5/3qPB2/3P3P/P1P1K1P1/RN3B2,40
serrag,perthao,0-1,False,False,1434,1575,5rk1/pQpq1bp1/3p3p/4n3/4P3/2P4P/PP4P1/R4RK1,40
notelaar,oradiaa,0-1,False,False,1425,1489,r5k1/pbq2pp1/1pp1r2p/3p3N/8/2P1P2P/PP3PP1/R2Q1RK1,40
KENR,VFLangwinski,1-0,False,False,1457,1574,7k/p3pprp/p1r5/q2p1p2/P4Pn1/1P2PR2/3N2PP/1R1Q2K1,40
Cantabrico,cabo,0-1,False,False,1509,1549,r1b2rk1/pp4Bp/1q2p1p1/3pP3/4p2Q/1P2P2P/P2N1PP1/2R2RK1,40
oradiaa,notelaar,0-1,False,False,1499,1415,r3k2r/3n1pp1/4p2p/p2p4/1q1P1N2/5PP1/P1Q3PP/4RRK1,40
RookieRaj,rsuin,1-0,False,False,1428,1409,r2q1rk1/N3bppp/4p1n1/3n4/8/4B3/1P1NQPPP/R2R2K1,40
serrag,otzek,1-0,False,False,1417,1455,rn3rk1/pB3p1p/3ppbpq/8/2NP4/2P4P/P1Q2PP1/1R3RK1,40
cabo,Cantabrico,1-0,False,False,1542,1516,r2Br1k1/1pp2pp1/p2p4/4p3/2P1b1nP/5N2/P2N1QB1/R5K1,40
notelaar,oradiaa,0-1,False,False,1421,1493,2r2rk1/6pp/pppQp1q1/5p2/4p3/P1P1P3/1P3PPP/R2R2K1,40
isavich,Chessonator,0-1,False,False,1560,1470,r4bnr/1p2k3/p3p2p/2pp4/3nq1P1/P2QB2P/1PP1N3/R3K1R1,40
bellotob,ANSBr,1-0,False,False,1484,1420,r2q1rk1/pp4pp/5pb1/3pP3/3P1B2/P6P/4BQP1/R4RK1,40
leffejelm,Luzilein,1-0,False,False,1577,1441,r5k1/2p2ppp/5n2/nB2p2b/P3P3/B1P2P2/3P2PP/4K1NR,40
oradiaa,notelaar,1/2-1/2,False,False,1495,1419,3r2nr/1p2knpp/p1pN1p2/2P1p3/1P2P2P/1B2P3/P4PP1/R4RK1,40
notelaar,oradiaa,1-0,False,False,1409,1505,4r1k1/Qp1r1pp1/2p3p1/3p4/4q3/P1P1P2P/1P3PP1/3R1RK1,40
BOGuk,haybail,0-1,False,False,1473,1518,r1b2kr1/1pp1q3/p3pb1p/7B/3PQ3/2P5/PP2RPPP/R5K1,40
perthao,Chekcmate,1-0,False,False,1566,1590,7R/1pk2pp1/r1n2n1p/1p2b3/3pP1P1/P2P1P1B/1P1BN2P/5RK1,40
Dreamcaster,GehringBernhard,1-0,False,False,1409,1505,2b1n1k1/r3qN1p/p1p1pnpB/1p1p4/1P1P3P/2P2BP1/P4P2/R2QR1K1,40
serrag,ANSBr,0-1,False,False,1445,1406,1r3rk1/p4ppp/1bPp4/2p1p3/2P1Pqb1/3P1NP1/3N1P1P/1R3QRK,40
steward,Trindog,0-1,False,False,1491,1572,r4rk1/ppq2pp1/2p1b2p/3pPp2/2nP1P1Q/1N6/P5PP/2R2RK1,40
GehringBernhard,Dreamcaster,1-0,False,False,1499,1415,2kr1r2/3qn1b1/1p1p1p1p/p1p2Np1/2P1P3/1P2BP2/P1Q2P1P/3R2RK,40
Mashal,ducetray,0-1,False,False,1575,1587,3rr1k1/1pp1qppp/pbn5/3p4/PP1P1Pb1/2P3P1/1B1Q1K1P/RNR3N1,40
cabo,ANSBr,1-0,False,False,1548,1400,q4r1k/1b3p2/2pp1N1p/2b4B/2PnP3/1p1P3P/1P4P1/1N1Q1R1K,40
ANSBr,cabo,0-1,False,False,1405,1543,3r1rk1/1b3ppp/2p1p1n1/p7/8/PPP1qN2/2Q3PP/R4R1K,40
ducetray,melduhil,0-1,False,False,1588,1575,2r4r/pp3k1p/4p1pB/3p1nP1/qP3Q2/2P2N2/Pn3K1P/R1R5,40
PetervG,ducetray,0-1,False,False,1491,1582,r4rk1/1bq2p1p/3p2p1/2p1p3/ppN1PP2/1P1P2BP/P1P1B1P1/Q4RK1,40
cabo,Iscvlus,1-0,False,False,1530,1589,3q2kr/r1pb2p1/1p2Pb1p/p6R/2B5/1N3Q2/PP3PPP/R5K1,40
Iscvlus,cabo,0-1,False,False,1599,1520,r4rk1/2q2ppp/8/p1p1b2b/PpPpN3/1B1P1P1P/1PQ3P1/R4RK1,40
cabo,Iscvlus,0-1,False,False,1527,1592,5rk1/p4ppp/1p6/2q1p3/5n2/1QP2P2/PP1r2PP/R5RK,40
Iscvlus,cabo,1-0,False,False,1585,1534,r4rk1/pb4bp/1p1qppp1/P2p4/1P1P1P2/2PN1R2/4B1PP/1R1Q3K,40
IsidroTrabalon,Iscvlus,1-0,False,False,1504,1585,rn2k2r/p1pqp1b1/1p1p4/5p1b/3P2pN/P1PBP1Pp/1P1N1PPK/R2Q3R,40
sclopez,haybail,1-0,False,False,1446,1531,4rrk1/5pp1/p2p2qp/1p1b4/8/P1B3QP/1PP2PP1/R3R1K1,40
Iscvlus,IsidroTrabalon,0-1,False,False,1585,1504,3rr1k1/pp3ppp/4pq2/2PpNb2/3R1P2/1P6/P5PP/4QRK1,40
grandenapoli,mmschess,0-1,False,False,1450,1511,r1b2rk1/5ppp/p3p3/3p4/1P2n3/P1q5/2P1Q1PP/R4RK1,40
Cantabrico,Khaleddd,0-1,False,False,1532,1498,r3k2r/p1qb1ppn/1p1Rp2p/2p5/2P1N3/1P2PN1P/P1Q2PP1/3R2K1,40
jamci,snazzzzzz,1-0,False,False,1549,1537,r2qr1k1/3n1ppp/2pBp3/ppPp4/3PPP2/2P3N1/P3Q1PP/2R2RK1,40
Cantabrico,scranney,0-1,False,False,1540,1555,1q3k2/p5pp/6p1/2ppbr2/5PQ1/2P1P2P/PP4P1/R4RK1,40
jamci,snazzzzzz,1-0,False,False,1550,1536,r1b5/ppp3p1/3p2kp/3P4/8/6P1/PP4PP/3R1RK1,40
snazzzzzz,jamci,0-1,False,False,1544,1542,2k1b3/ppp1p2p/6p1/4Pp2/2P5/1P3P2/P5PP/1N1K4,40
haybail,jamci,0-1,False,False,1539,1534,r1bq1k1r/pp3pb1/4pNpp/4Pn2/1B1p4/5N2/PP2BQPP/5RK1,40
serrag,Rosaflor,0-1,False,False,1453,1490,2r2b1r/1p1k2pp/p1n1p1n1/2p2p2/3p1PP1/N2P1BB1/PPP4P/R4RK1,40
Rosaflor,Euphron,0-1,False,False,1496,1466,2kr1b1r/1pp3pp/p1p2p2/4pP2/3n2P1/3P3P/PPPR1PK1/RNB5,40
maseeh,alwayslearning,1-0,False,False,1598,1464,r4r2/ppp4p/3p1k2/4pP2/2B1P3/2PP1R2/PP1N2PP/R5K1,40
snazzzzzz,Bestukmow,1-0,False,False,1546,1549,rnb2qk1/pp3r1p/2p1p1p1/3p3P/8/P1PBQn2/2P2P2/1K3R1R,40
Looseconnections,snazzzzzz,0-1,False,False,1403,1541,r3k2r/ppp1qp2/3pbn2/1P4pp/N1PbPpP1/PR1P1P1P/Q2N2B1/4K2R,40
ducetray,Rosaflor,1-0,False,False,1576,1502,5r2/p1q1k1nr/nppbpp1p/3p4/1P1P1PPN/P1N2Q1P/2PB2K1/R4R2,40
snazzzzzz,Looseconnections,1-0,False,False,1536,1416,r2nQknr/1pp1p3/p4p1b/3p3B/3P1P2/2N5/PPP2qPB/1K1RR3,40
Looseconnections,snazzzzzz,0-1,False,False,1431,1530,r4rk1/pp3ppp/1nn1q3/4p1P1/1P2P2P/B2P4/1RQ1NPB1/4K2R,40
KingWildBeast,IsidroTrabalon,0-1,False,False,1477,1504,1r3rk1/1p2qpp1/p3p1bp/2ppPP2/P2N4/1P6/2P2QPP/3R1RK1,40
Bestukmow,Looseconnections,1-0,False,False,1543,1447,r1q1k1nr/3nb3/p5p1/1p2p2p/2p1P3/P1P2N1P/1P2Q1P1/RNB2R1K,40
Dacoit,ducetray,1-0,False,False,1574,1584,r1b5/pp1q3p/3kp3/4Q3/3P4/P4N2/1Pn2PPP/1N3RK1,40
Looseconnections,Rosaflor,1-0,False,False,1418,1512,2r1k2r/np3pp1/pnpq4/3p2P1/P2Pp1bP/1PP1P3/NK3QB1/5RNR,40
IsidroTrabalon,KingWildBeast,0-1,False,False,1504,1477,r3k2r/ppq2p2/2p1pn1p/P2p1bp1/2PPn3/1N2P1P1/1P2BPNP/2RQ1RK1,40
vise,toosnfews,0-1,False,False,1535,1557,r2b1rk1/pp3pp1/3p3p/4p3/2P2NP1/1P3P1P/P5K1/R1B2R2,40
snazzzzzz,mmschess,1-0,False,False,1522,1517,r2q1rk1/1p1n1ppp/p2p4/2pPb1P1/2Q1P2P/2N5/PPP2P2/1K1R1R2,40
Maroontiger,vise,0-1,False,False,1438,1529,r5k1/3n3p/b1p1pQp1/1p1p1r2/pP6/B1P5/P2N1PPP/4RRK1,40
vise,Maroontiger,1-0,False,False,1521,1533,1k1r3r/pppn1ppp/3p1b2/3P4/1P2P3/1B2B2P/P4PP1/1R1R2K1,40
Bestukmow,SecondQueen,0-1,False,False,1556,1569,4r1k1/pp3r1p/1q2pbpB/3p4/3P4/1PP5/P3Q1PP/4RR1K,40
SecondQueen,Bestukmow,1-0,False,False,1561,1564,r2q1rk1/pp1P2pp/2p1bp2/2Q1N3/2B5/8/P4PPP/1R1R2K1,40
SecondQueen,Chipotler,1-0,False,False,1554,1504,2k5/pppq4/2n5/1B2pr2/4Q1p1/2P3Pp/P1P2P1P/R4RK1,40
PasChat,Lindol,1-0,False,False,1506,1538,3r2k1/p2n1p1p/3qbbp1/4p3/2P5/P2PQ2P/1P2BPP1/R3K1NR,40
elcafetero,Gotbe,1-0,False,False,1571,1454,2kr2nr/1p4pp/1p2pb2/3p4/3N4/P1P2N2/1P3PPP/R4RK1,40
Bestukmow,Trindog,1-0,False,False,1555,1595,2kr4/1p1b1RQp/pqn1p3/3pP1B1/3P4/2P5/PP4KP/RN6,40
Chekcmate,Bestukmow,0-1,False,False,1599,1546,r1bq1rk1/pp2b2p/2p1pnp1/2PnNp2/1PNP1P2/7B/PB4PP/R2Q1RK1,40
alwayslearning,bartab,1-0,False,False,1446,1535,6k1/p1q1bppp/4pn2/3p4/Q3P3/P1NR2NP/1rP2PP1/5RK1,40
LDopa,tuvo,1-0,False,False,1477,1597,1k1r3r/bpp2ppp/7n/1P1pPP1q/p2p3N/P2Q4/2P3PP/R3BRK1,40
bartab,sailingsoul,0-1,False,False,1546,1530,r1bB1k1r/p1p3p1/1p4qp/4p3/7P/3n4/PPBQ1PP1/R4RK1,40
LDopa,PasChat,0-1,False,False,1485,1498,r2qr1k1/3b1pp1/p2b1n1B/1p2pP2/1P1pP3/P2B1N1Q/6PP/2R2R1K,40
Findingsoul,alwayslearning,1-0,False,False,1436,1454,r1b3nr/pp1k2pp/2p3q1/4P3/3B1P2/N7/5QPP/2R1R1K1,40
piaanist,ANSBr,1/2-1/2,False,False,1529,1401,r6k/ppp5/3pb2q/4p2p/4P2P/3P1P2/PP2KQP1/R7,40
Rexonarus,EvanZQian,0-1,False,False,1431,1454,r3r1k1/pp4pp/1qpbp3/3pN1n1/3P4/2P1P1R1/PP2Q1PP/R3B1K1,40
SecondQueen,Bjboy,1-0,False,False,1535,1572,r6k/6pp/p4n2/5q2/1B1Q4/7P/PPr2PP1/R4RK1,40
Bjboy,SecondQueen,1-0,False,False,1565,1542,r2qr2Q/p1p1kp2/1p3p2/6n1/5N2/3B1P2/PPP3PP/2K1R2R,40
SecondQueen,Bjboy,0-1,False,False,1550,1557,1k1r3r/1pp3pp/1q6/1N2Qb2/PPB5/8/2P2PPP/5RK1,40
SecondQueen,Bestukmow,0-1,False,False,1567,1529,r4rk1/pp3ppp/2p5/4N1q1/2BP4/P4QPb/1P2RPnP/R5K1,40
ANSBr,arvids,0-1,False,False,1406,1559,r1b3k1/pp3ppp/2p5/8/2P1r3/5QK1/PP2q1PP/RNB5,40
ricardoolivero,sailingsoul,0-1,False,False,1573,1521,2k4r/1pp1qp2/1p1p1n2/4p1B1/4P3/P4BKb/1PP2P2/R2Q4,40
lurelei,PasChat,0-1,False,False,1547,1489,r4rk1/1p2bpp1/p1p4p/4PP2/2b1B3/2P5/P5PP/R1B1R1K1,40
Bestukmow,SecondQueen,0-1,False,False,1536,1560,2r2rk1/1p4pp/pq3n2/3ppQ2/P2P4/2P5/1P4PP/R1B2RK1,40
WinterChess,Nealtheverb,0-1,False,False,1566,1497,5rk1/pr1p2pp/1p3P2/2b5/P1Np1P2/8/2P3PP/3R1R1K,40
prakashnaraine,SecondQueen,1-0,False,False,1591,1567,3r1rk1/p4ppp/1pq2b2/8/8/PQP1BB2/5PPP/2R1R1K1,40
ducetray,RookieRaj,0-1,False,False,1576,1405,r1b2rk1/1pp3p1/p6p/8/3PPp1q/8/PPP3R1/RN1Q2K1,40
lurelei,steward,0-1,False,False,1557,1481,r1b2rk1/pp1p1ppp/1q4n1/2p2NQ1/4P3/1PP2NP1/P4K1P/R4B1R,40
BOGuk,TonyJaan,0-1,False,False,1473,1500,r2q1rk1/p4ppb/P2bp2p/3p4/2pPn1PN/2P1PP2/3NB2P/R2QR1K1,40
SecondQueen,ricardoolivero,0-1,False,False,1575,1565,r4rk1/pQ3pp1/2pp3p/6q1/4P2n/2N4P/PPP2PP1/R5RK,40
SecondQueen,ricardoolivero,1/2-1/2,False,False,1575,1565,r4rk1/pp3pp1/2pq3B/3p1P2/4n1Q1/8/PPP1NPPb/R3RK2,40
chesshobbyist,Dreamcaster,0-1,False,False,1497,1420,r3qrk1/2p2pb1/pp2p1n1/3N2B1/4R3/8/PPP3PP/R1Q3K1,40
ricardoolivero,SecondQueen,0-1,False,False,1581,1567,3r1rk1/1p1N1ppp/p1p2q2/b7/3Pp1Q1/2P4P/PP3PP1/R4R1K,40
leffejelm,Dreamcaster,0-1,False,False,1580,1408,4k3/pbp2p1p/1p2p1r1/5p2/8/6P1/PP1B1P1P/R5K1,40
arnove,bartab,1-0,False,False,1433,1569,r2nq1k1/ppN4p/3p3p/3p4/8/2P5/P1P3PP/4RRK1,40
SecondQueen,ricardoolivero,0-1,False,False,1575,1573,r4rk1/pp2bpp1/2p2n1p/4B2q/2B2P2/4Q1P1/PPP4P/R4RK1,40
Dreamcaster,solorunningsolo,0-1,False,False,1421,1549,r1b1k2r/1p5p/p1n3p1/2p2p2/2P5/3RPNP1/PKN2P1P/3R4,40
ANSBr,GehringBernhard,0-1,False,False,1401,1493,1r4k1/2p1rpbp/1pBp2p1/p2P4/QPPp4/3q4/P4PPP/4RRK1,40
zazibou,SecondQueen,1-0,False,False,1503,1585,r4r2/p2kn1pp/2bNp3/3pP3/8/1P3N2/P2QBPqP/R3K1R1,40
prakashnaraine,Dreamcaster,1-0,False,False,1596,1425,r2q2k1/2p2p1p/1pPp2pB/8/1p2r3/7P/P4PP1/Q4RK1,40
drzach,YVVY,0-1,False,False,1552,1577,4rk2/pppnb3/2np1p2/3Np3/2B1P2p/2PP4/PP3P2/R1B1K3,40
Dreamcaster,prakashnaraine,0-1,False,False,1430,1591,r2q1rk1/1p3pp1/2p2n1p/p2p4/P2PBPP1/1P2P2P/2Q1N3/R4RK1,40
leffejelm,Dreamcaster,0-1,False,False,1592,1411,r5k1/p1pq2b1/1p1pNrpp/3Ppn2/2P3Q1/2B5/PP3PPP/R3R1K1,40
Jubela,deepphase,0-1,False,False,1516,1477,r3k2r/2pbqpp1/4p2p/n2pP2P/P2P2P1/1p3N2/1Q2BP2/R3K2R,40
WinterChess,bartab,1/2-1/2,False,False,1576,1550,5rk1/ppp2pp1/2n4q/2P2pBB/3Pr3/P6P/5PP1/1R1Q1R1K,40
